movement_id,voucher_no,voucher_date,movement_type,account_id,label_no,quantity,gross_weight,net_weight,stone_weight,fine_weight,purity,location_to,value,gold_rate_used,created_at,huid,item_name,category,purity_item,gross_weight_item,net_weight_item,stone_weight_item,fine_weight_item,pieces,design_code,certificate_no,supplier_id,location,slab_id,created_at_item,account_name,account_type,credit_terms,contact,slab_label,product_category,store,item_label_no,item_huid,item_item_name,item_category,item_purity,item_gross_weight,item_net_weight,item_stone_weight,item_fine_weight,item_pieces,item_design_code,item_certificate_no,item_supplier_id,item_location,item_slab_id,item_created_at,acct_account_id,customer_name,customer_type,customer_credit_terms,customer_contact
199,STORE_2_V10198,2025-09-02,SALE,120,LBL00210,,9.183,8.872,0.0,5.19,585,,30991.22,5649.39,2025-09-02,,,PENDANT,,,,,,,,,,,10,,,,,,0–10 GM,,STORE_2,LBL00210,H694764,PENDANT LBL00210,PENDANT,585.0,10.198,9.848,0.014,5.761,1.0,DES6606,,5017.0,MAIN_STORE,11.0,2025-11-24 11:50:05.424876,120.0,Customer_120,Customer,Net 0,+918235598059
200,STORE_2_V10199,2025-09-02,SALE,59,LBL00167,,31.339,31.105,0.009,23.329,750,,140501.05,5741.61,2025-09-02,,,NECKLACE,,,,,,,,,,,12,,,,,,20–40 GM,,STORE_2,LBL00167,H820426,NECKLACE LBL00167,NECKLACE,750.0,30.997,30.84,0.024,23.13,1.0,DES2426,,5010.0,MAIN_STORE,12.0,2025-11-24 11:50:05.313215,59.0,Customer_59,Customer,Net 15,+917742610535
201,STORE_2_V10200,2025-09-02,SALE,13,LBL00198,,5.212,5.065,0.017,4.64,916,,29236.2,5628.35,2025-09-02,,,BANGLE,,,,,,,,,,,10,,,,,,0–10 GM,,STORE_2,LBL00198,H598424,BANGLE LBL00198,BANGLE,916.0,5.006,4.776,0.045,4.375,1.0,DES2849,,5011.0,MAIN_STORE,19.0,2025-11-24 11:50:05.393931,13.0,Customer_13,Customer,Net 0,+919448250186
202,STORE_2_V10201,2025-09-02,SALE,66,LBL00149,,15.99,15.482,0.014,11.611,750,,70178.9,5499.61,2025-09-02,,,CHAIN,,,,,,,,,,,11,,,,,,10–20 GM,,STORE_2,LBL00149,H724103,CHAIN LBL00149,CHAIN,750.0,15.697,15.348,0.091,11.511,1.0,DES2914,,5009.0,MAIN_STORE,3.0,2025-11-24 11:50:05.263251,66.0,Customer_66,Customer,Net 0,+918436192596
203,STORE_2_V10202,2025-09-02,SALE,19,LBL00245,,5.959,5.924,0.0,5.426,916,,32607.6,5423.95,2025-09-02,,,RING,,,,,,,,,,,10,,,,,,0–10 GM,,STORE_2,LBL00245,H773440,RING LBL00245,RING,916.0,6.796,6.501,0.122,5.955,1.0,DES7813,,5014.0,MAIN_STORE,8.0,2025-11-24 11:50:05.508729,19.0,Customer_19,Customer,Net 15,+919857194152
204,STORE_2_V10203,2025-09-02,SALE,13,LBL00081,,23.855,23.64,0.0,21.654,916,,124881.73,5420.8,2025-09-02,,,NECKLACE,,,,,,,,,,,20,,,,,,15–30 GM,,STORE_2,LBL00081,H741804,NECKLACE LBL00081,NECKLACE,916.0,21.01,20.753,0.014,19.01,1.0,DES3619,,5012.0,MAIN_STORE,12.0,2025-11-24 11:50:05.091036,13.0,Customer_13,Customer,Net 0,+919448250186
205,STORE_2_V10204,2025-09-02,SALE,22,LBL00227,,26.54,26.36,0.02,24.146,916,,155121.02,5763.73,2025-09-02,,,BANGLE,,,,,,,,,,,20,,,,,,15–30 GM,,STORE_2,LBL00227,H852658,BANGLE LBL00227,BANGLE,916.0,27.852,27.673,0.0,25.348,1.0,DES6640,,5002.0,MAIN_STORE,20.0,2025-11-24 11:50:05.465535,22.0,Customer_22,Customer,Net 30,+918724674934
206,STORE_2_V10205,2025-09-02,SALE,36,LBL00171,,2.581,2.488,0.0,1.866,750,,10813.21,5588.72,2025-09-02,,,EARRING,,,,,,,,,,,1,,,,,,0–5 GM,,STORE_2,LBL00171,H436467,EARRING LBL00171,EARRING,750.0,2.577,2.316,0.076,1.738,1.0,DES4285,,5006.0,MAIN_STORE,15.0,2025-11-24 11:50:05.324604,36.0,Customer_36,Customer,Net 15,+918705490992
207,STORE_2_V10206,2025-09-02,SALE,116,LBL00154,,10.987,10.954,0.054,10.034,916,,58342.9,5364.52,2025-09-02,,,EARRING,,,,,,,,,,,19,,,,,,5–15 GM,,STORE_2,LBL00154,H650607,EARRING LBL00154,EARRING,916.0,11.099,10.67,0.014,9.774,1.0,DES5953,,5005.0,MAIN_STORE,17.0,2025-11-24 11:50:05.278591,116.0,Customer_116,Customer,Net 30,+918605548088
208,STORE_2_V10207,2025-09-02,SALE,4,LBL00211,,4.801,4.573,0.019,4.189,916,,26082.8,5633.38,2025-09-02,,,EARRING,,,,,,,,,,,1,,,,,,0–5 GM,,STORE_2,LBL00211,H827851,EARRING LBL00211,EARRING,916.0,4.678,4.273,0.266,3.914,1.0,DES4869,,5005.0,MAIN_STORE,15.0,2025-11-24 11:50:05.427324,4.0,Customer_4,Customer,Net 30,+917174603960
209,STORE_2_V10208,2025-09-02,SALE,17,LBL00134,,43.013,42.513,0.018,38.942,916,,248689.16,5737.12,2025-09-02,,,BANGLE,,,,,,,,,,,9,,,,,,10+ GM,,STORE_2,LBL00134,H515287,BANGLE LBL00134,BANGLE,916.0,43.795,43.515,0.0,39.86,1.0,DES1477,,5005.0,MAIN_STORE,21.0,2025-11-24 11:50:05.227507,17.0,Customer_17,Customer,Net 30,+919476322069
210,STORE_2_V10209,2025-09-03,SALE,114,LBL00114,,39.154,38.889,0.002,22.75,585,,126917.94,5322.82,2025-09-03,,,BANGLE,,,,,,,,,,,12,,,,,,20–40 GM,,STORE_2,LBL00114,H650131,BANGLE LBL00114,BANGLE,585.0,39.36,39.073,0.008,22.858,1.0,DES4438,,5006.0,MAIN_STORE,21.0,2025-11-24 11:50:05.180508,114.0,Customer_114,Customer,Net 15,+917192747606
211,STORE_2_V10210,2025-09-03,SALE,15,LBL00172,,8.559,7.978,0.0,7.308,916,,40426.12,5384.05,2025-09-03,,,PENDANT,,,,,,,,,,,10,,,,,,0–10 GM,,STORE_2,LBL00172,H400487,PENDANT LBL00172,PENDANT,916.0,8.015,7.765,0.025,7.114,1.0,DES5532,,5017.0,MAIN_STORE,10.0,2025-11-24 11:50:05.327896,15.0,Customer_15,Customer,Net 30,+919397199956
212,STORE_2_V10211,2025-09-03,SALE,65,LBL00041,,8.629,8.421,0.032,7.714,916,,47828.63,5591.68,2025-09-03,,,RING,,,,,,,,,,,10,,,,,,0–10 GM,,STORE_2,LBL00041,H237935,RING LBL00041,RING,916.0,8.837,8.59,0.038,7.869,1.0,DES4026,,5000.0,MAIN_STORE,8.0,2025-11-24 11:50:04.976541,65.0,Customer_65,Customer,Net 15,+917337057834
213,STORE_2_V10212,2025-09-03,SALE,89,LBL00181,,15.97,15.774,0.0,11.83,750,,76627.47,5891.64,2025-09-03,,,NECKLACE,,,,,,,,,,,11,,,,,,10–20 GM,,STORE_2,LBL00181,H426503,NECKLACE LBL00181,NECKLACE,750.0,14.229,14.115,0.018,10.586,1.0,DES6549,,5017.0,MAIN_STORE,11.0,2025-11-24 11:50:05.353135,89.0,Customer_89,Customer,Net 30,+918714513575
214,STORE_2_V10213,2025-09-03,SALE,25,LBL00082,,26.493,25.987,0.0,23.804,916,,141074.39,5673.51,2025-09-03,,,CHAIN,,,,,,,,,,,20,,,,,,15–30 GM,,STORE_2,LBL00082,H677079,CHAIN LBL00082,CHAIN,916.0,27.248,26.791,0.008,24.54,1.0,DES7235,,5001.0,MAIN_STORE,4.0,2025-11-24 11:50:05.094389,25.0,Customer_25,Customer,Net 30,+919576618444
215,STORE_2_V10214,2025-09-04,SALE,29,LBL00224,,70.012,69.605,0.009,52.204,750,,302244.37,5571.42,2025-09-04,,,NECKLACE,,,,,,,,,,,9,,,,,,10+ GM,,STORE_2,LBL00224,H745474,NECKLACE LBL00224,NECKLACE,750.0,68.17,67.833,0.008,50.875,1.0,DES8326,,5006.0,MAIN_STORE,13.0,2025-11-24 11:50:05.458945,29.0,Customer_29,Customer,Net 15,+919719748617
216,STORE_2_V10215,2025-09-04,SALE,37,LBL00128,,4.87,4.782,0.0,4.38,916,,27997.59,5837.87,2025-09-04,,,EARRING,,,,,,,,,,,1,,,,,,0–5 GM,,STORE_2,LBL00128,H687638,EARRING LBL00128,EARRING,916.0,4.763,4.452,0.012,4.078,1.0,DES4478,,5000.0,MAIN_STORE,15.0,2025-11-24 11:50:05.212443,37.0,Customer_37,Customer,Net 0,+917148876024
217,STORE_2_V10216,2025-09-04,SALE,56,LBL00001,,8.307,8.257,0.061,7.563,916,,45306.36,5732.64,2025-09-04,,,PENDANT,,,,,,,,,,,10,,,,,,0–10 GM,,STORE_2,LBL00001,H828834,PENDANT LBL00001,PENDANT,916.0,8.961,8.444,0.0,7.735,1.0,DES1301,,5012.0,MAIN_STORE,10.0,2025-11-24 11:50:04.878763,56.0,Customer_56,Customer,Net 30,+917933885988
218,STORE_2_V10217,2025-09-04,SALE,34,LBL00177,,7.949,7.577,0.023,6.941,916,,41117.81,5474.32,2025-09-04,,,PENDANT,,,,,,,,,,,10,,,,,,0–10 GM,,STORE_2,LBL00177,H316612,PENDANT LBL00177,PENDANT,916.0,8.608,8.569,0.021,7.849,1.0,DES9888,,5011.0,MAIN_STORE,10.0,2025-11-24 11:50:05.343785,34.0,Customer_34,Customer,Net 30,+918091304489
219,STORE_2_V10218,2025-09-04,SALE,24,LBL00245,,5.457,4.929,0.0,4.515,916,,27524.37,5702.6,2025-09-04,,,RING,,,,,,,,,,,10,,,,,,0–10 GM,,STORE_2,LBL00245,H773440,RING LBL00245,RING,916.0,6.796,6.501,0.122,5.955,1.0,DES7813,,5014.0,MAIN_STORE,8.0,2025-11-24 11:50:05.508729,24.0,Customer_24,Customer,Net 30,+917679362694
220,STORE_2_V10219,2025-09-04,SALE,51,LBL00162,,42.151,41.788,0.048,24.446,585,,134180.19,5294.02,2025-09-04,,,BANGLE,,,,,,,,,,,9,,,,,,10+ GM,,STORE_2,LBL00162,H906859,BANGLE LBL00162,BANGLE,585.0,39.183,38.945,0.0,22.783,1.0,DES2609,,5016.0,MAIN_STORE,21.0,2025-11-24 11:50:05.298948,51.0,Customer_51,Customer,Net 15,+918576609019
221,STORE_2_V10220,2025-09-04,SALE,115,LBL00226,,46.888,46.433,0.008,34.825,750,,201854.23,5544.73,2025-09-04,,,NECKLACE,,,,,,,,,,,9,,,,,,10+ GM,,STORE_2,LBL00226,H697978,NECKLACE LBL00226,NECKLACE,750.0,45.819,45.38,0.018,34.035,1.0,DES5989,,5013.0,MAIN_STORE,13.0,2025-11-24 11:50:05.463738,115.0,Customer_115,Customer,Net 0,+917857641458
222,STORE_2_V10221,2025-09-04,SALE,15,LBL00109,,22.364,22.25,0.013,20.381,916,,118422.84,5473.52,2025-09-04,,,NECKLACE,,,,,,,,,,,20,,,,,,15–30 GM,,STORE_2,LBL00109,H486473,NECKLACE LBL00109,NECKLACE,916.0,20.403,19.81,0.064,18.146,1.0,DES7208,,5002.0,MAIN_STORE,12.0,2025-11-24 11:50:05.167977,15.0,Customer_15,Customer,Net 30,+919397199956
223,STORE_2_V10222,2025-09-04,SALE,100,LBL00033,,1.719,1.189,0.03,1.089,916,,6817.65,5716.36,2025-09-04,,,RING,,,,,,,,,,,1,,,,,,0–5 GM,,STORE_2,LBL00033,H550955,RING LBL00033,RING,916.0,1.674,1.286,0.004,1.178,1.0,DES3378,,5018.0,MAIN_STORE,6.0,2025-11-24 11:50:04.957601,100.0,Customer_100,Customer,Net 0,+918040735415
224,STORE_2_V10223,2025-09-04,SALE,65,LBL00069,,9.1,8.963,0.003,6.722,750,,40669.42,5776.84,2025-09-04,,,EARRING,,,,,,,,,,,10,,,,,,0–10 GM,,STORE_2,LBL00069,H408721,EARRING LBL00069,EARRING,750.0,9.006,8.692,0.091,6.519,1.0,DES1893,,5016.0,MAIN_STORE,16.0,2025-11-24 11:50:05.051106,65.0,Customer_65,Customer,Net 15,+917337057834
225,STORE_2_V10224,2025-09-04,SALE,53,LBL00082,,29.656,29.415,0.021,26.944,916,,149832.44,5411.4,2025-09-04,,,CHAIN,,,,,,,,,,,20,,,,,,15–30 GM,,STORE_2,LBL00082,H677079,CHAIN LBL00082,CHAIN,916.0,27.248,26.791,0.008,24.54,1.0,DES7235,,5001.0,MAIN_STORE,4.0,2025-11-24 11:50:05.094389,53.0,Customer_53,Customer,Net 0,+918100558894
226,STORE_2_V10225,2025-09-04,SALE,94,LBL00125,,34.943,34.804,0.0,31.88,916,,189503.97,5518.02,2025-09-04,,,BRACELET,,,,,,,,,,,12,,,,,,20–40 GM,,STORE_2,LBL00125,H587467,BRACELET LBL00125,BRACELET,916.0,32.428,32.215,0.229,29.509,1.0,DES2932,,5006.0,MAIN_STORE,21.0,2025-11-24 11:50:05.205442,94.0,Customer_94,Customer,Net 15,+919402158803
227,STORE_2_V10226,2025-09-05,SALE,27,LBL00138,,8.447,7.977,0.0,7.307,916,,43575.28,5663.51,2025-09-05,,,PENDANT,,,,,,,,,,,10,,,,,,0–10 GM,,STORE_2,LBL00138,H604884,PENDANT LBL00138,PENDANT,916.0,7.459,6.938,0.004,6.355,1.0,DES3545,,5014.0,MAIN_STORE,10.0,2025-11-24 11:50:05.238528,27.0,Customer_27,Customer,Net 15,+919362581359
228,STORE_2_V10227,2025-09-05,SALE,70,LBL00155,,3.694,3.672,0.0,2.754,750,,15885.32,5289.53,2025-09-05,,,PENDANT,,,,,,,,,,,1,,,,,,0–5 GM,,STORE_2,LBL00155,H217683,PENDANT LBL00155,PENDANT,750.0,3.538,3.242,0.034,2.432,1.0,DES7131,,5001.0,MAIN_STORE,10.0,2025-11-24 11:50:05.281638,70.0,Customer_70,Customer,Net 30,+917049110293
229,STORE_2_V10228,2025-09-05,SALE,46,LBL00234,,29.823,29.361,0.006,17.176,585,,94147.52,5260.19,2025-09-05,,,CHAIN,,,,,,,,,,,20,,,,,,15–30 GM,,STORE_2,LBL00234,H552686,CHAIN LBL00234,CHAIN,585.0,28.417,28.026,0.014,16.396,1.0,DES7459,,5010.0,MAIN_STORE,4.0,2025-11-24 11:50:05.481676,46.0,Customer_46,Customer,Net 30,+919451001264
230,STORE_2_V10229,2025-09-05,SALE,26,LBL00138,,7.784,7.193,0.04,6.589,916,,40262.62,5738.24,2025-09-05,,,PENDANT,,,,,,,,,,,10,,,,,,0–10 GM,,STORE_2,LBL00138,H604884,PENDANT LBL00138,PENDANT,916.0,7.459,6.938,0.004,6.355,1.0,DES3545,,5014.0,MAIN_STORE,10.0,2025-11-24 11:50:05.238528,26.0,Customer_26,Customer,Net 15,+918513220374
231,STORE_2_V10230,2025-09-05,SALE,117,LBL00042,,8.11,7.879,0.011,4.609,585,,29684.54,5749.33,2025-09-05,,,RING,,,,,,,,,,,10,,,,,,0–10 GM,,STORE_2,LBL00042,H899484,RING LBL00042,RING,585.0,6.824,6.696,0.014,3.917,1.0,DES5372,,5019.0,MAIN_STORE,8.0,2025-11-24 11:50:04.979076,117.0,Customer_117,Customer,Net 0,+917368570209
232,STORE_2_V10231,2025-09-05,SALE,109,LBL00010,,14.145,14.123,0.01,12.937,916,,76308.54,5509.53,2025-09-05,,,EARRING,,,,,,,,,,,19,,,,,,5–15 GM,,STORE_2,LBL00010,H499194,EARRING LBL00010,EARRING,916.0,14.294,13.863,0.012,12.699,1.0,DES9331,,5003.0,MAIN_STORE,17.0,2025-11-24 11:50:04.903405,109.0,Customer_109,Customer,Net 30,+919814963909
233,STORE_2_V10232,2025-09-05,SALE,37,LBL00041,,8.393,8.205,0.0,7.516,916,,43973.26,5716.97,2025-09-05,,,RING,,,,,,,,,,,10,,,,,,0–10 GM,,STORE_2,LBL00041,H237935,RING LBL00041,RING,916.0,8.837,8.59,0.038,7.869,1.0,DES4026,,5000.0,MAIN_STORE,8.0,2025-11-24 11:50:04.976541,37.0,Customer_37,Customer,Net 0,+917148876024
234,STORE_2_V10233,2025-09-06,SALE,101,LBL00209,,21.755,21.522,0.007,19.714,916,,118880.66,5754.48,2025-09-06,,,BANGLE,,,,,,,,,,,20,,,,,,15–30 GM,,STORE_2,LBL00209,H953452,BANGLE LBL00209,BANGLE,916.0,21.783,21.348,0.0,19.555,1.0,DES8063,,5013.0,MAIN_STORE,20.0,2025-11-24 11:50:05.422322,101.0,Customer_101,Customer,Net 0,+918143565474
235,STORE_2_V10234,2025-09-06,SALE,10,LBL00022,,4.395,4.341,0.001,3.256,750,,20146.6,5756.0,2025-09-06,,,RING,,,,,,,,,,,1,,,,,,0–5 GM,,STORE_2,LBL00022,H954441,RING LBL00022,RING,750.0,4.535,4.36,0.103,3.27,1.0,DES1482,,5017.0,MAIN_STORE,7.0,2025-11-24 11:50:04.932563,10.0,Customer_10,Customer,Net 30,+918654984428
236,STORE_2_V10235,2025-09-06,SALE,20,LBL00236,,7.773,7.707,0.079,7.06,916,,42105.29,5363.91,2025-09-06,,,RING,,,,,,,,,,,10,,,,,,0–10 GM,,STORE_2,LBL00236,H500099,RING LBL00236,RING,916.0,7.754,7.381,0.087,6.761,1.0,DES8130,,5017.0,MAIN_STORE,8.0,2025-11-24 11:50:05.486881,20.0,Customer_20,Customer,Net 15,+917447116404
237,STORE_2_V10236,2025-09-06,SALE,101,LBL00080,,2.785,2.584,0.074,1.938,750,,12349.54,5441.04,2025-09-06,,,RING,,,,,,,,,,,1,,,,,,0–5 GM,,STORE_2,LBL00080,H649262,RING LBL00080,RING,750.0,2.754,2.464,0.018,1.848,1.0,DES7292,,5016.0,MAIN_STORE,7.0,2025-11-24 11:50:05.087851,101.0,Customer_101,Customer,Net 0,+918143565474
238,STORE_2_V10237,2025-09-06,SALE,34,LBL00026,,1.956,1.374,0.047,1.259,916,,7745.92,5433.24,2025-09-06,,,EARRING,,,,,,,,,,,1,,,,,,0–5 GM,,STORE_2,LBL00026,H810929,EARRING LBL00026,EARRING,916.0,1.757,1.685,0.0,1.543,1.0,DES4726,,5013.0,MAIN_STORE,14.0,2025-11-24 11:50:04.942369,34.0,Customer_34,Customer,Net 30,+918091304489
239,STORE_2_V10238,2025-09-07,SALE,36,LBL00144,,7.515,7.22,0.051,6.614,916,,41470.64,5498.42,2025-09-07,,,EARRING,,,,,,,,,,,10,,,,,,0–10 GM,,STORE_2,LBL00144,H705445,EARRING LBL00144,EARRING,916.0,7.59,7.249,0.013,6.64,1.0,DES6434,,5011.0,MAIN_STORE,16.0,2025-11-24 11:50:05.252149,36.0,Customer_36,Customer,Net 15,+918705490992
240,STORE_2_V10239,2025-09-07,SALE,51,LBL00187,,29.091,28.52,0.071,26.124,916,,157285.64,5548.37,2025-09-07,,,CHAIN,,,,,,,,,,,20,,,,,,15–30 GM,,STORE_2,LBL00187,H472899,CHAIN LBL00187,CHAIN,916.0,27.536,27.339,0.018,25.042,1.0,DES6119,,5010.0,MAIN_STORE,4.0,2025-11-24 11:50:05.367511,51.0,Customer_51,Customer,Net 15,+918576609019
241,STORE_2_V10240,2025-09-07,SALE,51,LBL00007,,3.577,3.112,0.018,2.851,916,,17666.68,5627.65,2025-09-07,,,PENDANT,,,,,,,,,,,1,,,,,,0–5 GM,,STORE_2,LBL00007,H507523,PENDANT LBL00007,PENDANT,916.0,4.247,4.175,0.046,3.824,1.0,DES5445,,5011.0,MAIN_STORE,10.0,2025-11-24 11:50:04.895925,51.0,Customer_51,Customer,Net 15,+918576609019
242,STORE_2_V10241,2025-09-07,SALE,19,LBL00086,,8.379,7.891,0.0,7.228,916,,42755.63,5346.02,2025-09-07,,,RING,,,,,,,,,,,10,,,,,,0–10 GM,,STORE_2,LBL00086,H539963,RING LBL00086,RING,916.0,8.478,8.183,0.0,7.496,1.0,DES6047,,5009.0,MAIN_STORE,8.0,2025-11-24 11:50:05.105683,19.0,Customer_19,Customer,Net 15,+919857194152
243,STORE_2_V10242,2025-09-07,SALE,76,LBL00126,,25.101,24.944,0.0,18.708,750,,116841.7,5824.22,2025-09-07,,,BANGLE,,,,,,,,,,,20,,,,,,15–30 GM,,STORE_2,LBL00126,H938403,BANGLE LBL00126,BANGLE,750.0,26.752,26.291,0.0,19.718,1.0,DES7793,,5013.0,MAIN_STORE,20.0,2025-11-24 11:50:05.207763,76.0,Customer_76,Customer,Net 0,+918403731150
244,STORE_2_V10243,2025-09-07,SALE,73,LBL00215,,13.159,12.7,0.0,11.633,916,,66094.65,5405.2,2025-09-07,,,BANGLE,,,,,,,,,,,19,,,,,,5–15 GM,,STORE_2,LBL00215,H682051,BANGLE LBL00215,BANGLE,916.0,14.239,13.889,0.002,12.722,1.0,DES2599,,5014.0,MAIN_STORE,19.0,2025-11-24 11:50:05.436950,73.0,Customer_73,Customer,Net 15,+919252209366
245,STORE_2_V10244,2025-09-07,SALE,107,LBL00087,,1.179,1.08,0.014,0.989,916,,6399.94,5653.09,2025-09-07,,,RING,,,,,,,,,,,1,,,,,,0–5 GM,,STORE_2,LBL00087,H865630,RING LBL00087,RING,916.0,1.146,0.635,0.0,0.582,1.0,DES8311,,5009.0,MAIN_STORE,6.0,2025-11-24 11:50:05.108750,107.0,Customer_107,Customer,Net 15,+917818147210
246,STORE_2_V10245,2025-09-07,SALE,89,LBL00069,,8.934,8.801,0.079,6.601,750,,40151.79,5615.1,2025-09-07,,,EARRING,,,,,,,,,,,10,,,,,,0–10 GM,,STORE_2,LBL00069,H408721,EARRING LBL00069,EARRING,750.0,9.006,8.692,0.091,6.519,1.0,DES1893,,5016.0,MAIN_STORE,16.0,2025-11-24 11:50:05.051106,89.0,Customer_89,Customer,Net 30,+918714513575
247,STORE_2_V10246,2025-09-07,SALE,31,LBL00167,,33.297,33.097,0.026,24.823,750,,162617.81,5838.94,2025-09-07,,,NECKLACE,,,,,,,,,,,12,,,,,,20–40 GM,,STORE_2,LBL00167,H820426,NECKLACE LBL00167,NECKLACE,750.0,30.997,30.84,0.024,23.13,1.0,DES2426,,5010.0,MAIN_STORE,12.0,2025-11-24 11:50:05.313215,31.0,Customer_31,Customer,Net 30,+918033895513
248,STORE_2_V10247,2025-09-07,SALE,118,LBL00021,,6.246,6.174,0.0,3.612,585,,21581.56,5766.17,2025-09-07,,,RING,,,,,,,,,,,10,,,,,,0–10 GM,,STORE_2,LBL00021,H756190,RING LBL00021,RING,585.0,6.018,5.656,0.0,3.309,1.0,DES5221,,5012.0,MAIN_STORE,8.0,2025-11-24 11:50:04.929980,118.0,Customer_118,Customer,Net 0,+917234238999
249,STORE_2_V10248,2025-09-07,SALE,16,LBL00192,,5.517,5.409,0.043,4.955,916,,29791.64,5306.27,2025-09-07,,,RING,,,,,,,,,,,10,,,,,,0–10 GM,,STORE_2,LBL00192,H817727,RING LBL00192,RING,916.0,5.634,5.45,0.008,4.992,1.0,DES8625,,5015.0,MAIN_STORE,8.0,2025-11-24 11:50:05.378425,16.0,Customer_16,Customer,Net 15,+917453179940
250,STORE_2_V10249,2025-09-07,SALE,22,LBL00127,,10.812,10.433,0.049,9.557,916,,59901.35,5760.53,2025-09-07,,,BRACELET,,,,,,,,,,,19,,,,,,5–15 GM,,STORE_2,LBL00127,H147702,BRACELET LBL00127,BRACELET,916.0,9.618,9.395,0.017,8.606,1.0,DES6468,,5011.0,MAIN_STORE,19.0,2025-11-24 11:50:05.210039,22.0,Customer_22,Customer,Net 30,+918724674934
251,STORE_2_V10250,2025-09-08,SALE,38,LBL00003,,5.165,5.086,0.014,4.659,916,,28770.43,5854.36,2025-09-08,,,CHAIN,,,,,,,,,,,10,,,,,,0–10 GM,,STORE_2,LBL00003,H367865,CHAIN LBL00003,CHAIN,916.0,4.863,4.577,0.034,4.193,1.0,DES3790,,5001.0,MAIN_STORE,1.0,2025-11-24 11:50:04.884677,38.0,Customer_38,Customer,Net 15,+919558781873
252,STORE_2_V10251,2025-09-08,SALE,79,LBL00083,,10.822,10.287,0.065,9.423,916,,54793.59,5326.19,2025-09-08,,,CHAIN,,,,,,,,,,,19,,,,,,5–15 GM,,STORE_2,LBL00083,H905579,CHAIN LBL00083,CHAIN,916.0,9.71,9.415,0.0,8.624,1.0,DES3799,,5010.0,MAIN_STORE,2.0,2025-11-24 11:50:05.097466,79.0,Customer_79,Customer,Net 0,+919893241312
253,STORE_2_V10252,2025-09-08,SALE,103,LBL00053,,22.036,21.664,0.01,19.844,916,,114509.05,5404.64,2025-09-08,,,CHAIN,,,,,,,,,,,20,,,,,,15–30 GM,,STORE_2,LBL00053,H894586,CHAIN LBL00053,CHAIN,916.0,23.089,22.846,0.0,20.928,1.0,DES4351,,5002.0,MAIN_STORE,4.0,2025-11-24 11:50:05.006386,103.0,Customer_103,Customer,Net 30,+919473979489
254,STORE_2_V10253,2025-09-08,SALE,43,LBL00240,,15.439,14.882,0.0,11.162,750,,68343.04,5736.28,2025-09-08,,,CHAIN,,,,,,,,,,,11,,,,,,10–20 GM,,STORE_2,LBL00240,H261760,CHAIN LBL00240,CHAIN,750.0,17.634,17.206,0.094,12.904,1.0,DES5726,,5004.0,MAIN_STORE,3.0,2025-11-24 11:50:05.496380,43.0,Customer_43,Customer,Net 15,+917093206686
255,STORE_2_V10254,2025-09-08,SALE,54,LBL00082,,26.538,26.422,0.003,24.203,916,,150750.57,5923.54,2025-09-08,,,CHAIN,,,,,,,,,,,20,,,,,,15–30 GM,,STORE_2,LBL00082,H677079,CHAIN LBL00082,CHAIN,916.0,27.248,26.791,0.008,24.54,1.0,DES7235,,5001.0,MAIN_STORE,4.0,2025-11-24 11:50:05.094389,54.0,Customer_54,Customer,Net 15,+917394729488
256,STORE_2_V10255,2025-09-08,SALE,26,LBL00049,,7.62,7.201,0.046,4.213,585,,24827.77,5292.72,2025-09-08,,,PENDANT,,,,,,,,,,,10,,,,,,0–10 GM,,STORE_2,LBL00049,H596864,PENDANT LBL00049,PENDANT,585.0,7.178,7.028,0.112,4.111,1.0,DES3253,,5005.0,MAIN_STORE,10.0,2025-11-24 11:50:04.996299,26.0,Customer_26,Customer,Net 15,+918513220374
257,STORE_2_V10256,2025-09-08,SALE,21,LBL00153,,62.273,62.224,0.088,56.997,916,,319865.06,5471.64,2025-09-08,,,CHAIN,,,,,,,,,,,9,,,,,,10+ GM,,STORE_2,LBL00153,H573858,CHAIN LBL00153,CHAIN,916.0,60.12,59.934,0.078,54.9,1.0,DES5958,,5006.0,MAIN_STORE,5.0,2025-11-24 11:50:05.275311,21.0,Customer_21,Customer,Net 0,+917774797220
258,STORE_2_V10257,2025-09-08,SALE,36,LBL00050,,23.533,23.355,0.029,21.393,916,,126491.89,5443.61,2025-09-08,,,BANGLE,,,,,,,,,,,20,,,,,,15–30 GM,,STORE_2,LBL00050,H302647,BANGLE LBL00050,BANGLE,916.0,22.772,22.451,0.019,20.565,1.0,DES4707,,5001.0,MAIN_STORE,20.0,2025-11-24 11:50:04.999039,36.0,Customer_36,Customer,Net 15,+918705490992
259,STORE_2_V10258,2025-09-09,SALE,33,LBL00240,,15.902,15.561,0.0,11.671,750,,68046.49,5333.98,2025-09-09,,,CHAIN,,,,,,,,,,,11,,,,,,10–20 GM,,STORE_2,LBL00240,H261760,CHAIN LBL00240,CHAIN,750.0,17.634,17.206,0.094,12.904,1.0,DES5726,,5004.0,MAIN_STORE,3.0,2025-11-24 11:50:05.496380,33.0,Customer_33,Customer,Net 0,+918610883633
